study_hrs,distraction_hrs,sleep_hrs,stress_level,source,is_productive,strategy_type,switching_intensity
6.18,6.010000000000001,6.56,1,kaggle_20k,0,1,5.408352370689656
4.05,5.140000000000001,8.65,1,kaggle_20k,0,1,4.625446120689656
4.8,1.24,5.12,3,kaggle_20k,1,1,1.1158663793103447
9.62,7.83,8.9,1,kaggle_20k,0,1,7.04615625
5.77,9.82,8.48,10,kaggle_20k,0,1,8.836941810344827
1.92,10.17,7.06,3,kaggle_20k,0,1,9.151904094827586
4.71,9.32,4.77,8,kaggle_20k,0,1,8.386995689655173
2.67,5.08,9.03,2,kaggle_20k,0,1,4.571452586206896
1.79,4.08,3.21,6,kaggle_20k,0,1,3.6715603448275864
7.27,5.210000000000001,7.15,6,kaggle_20k,0,1,4.688438577586208
6.47,4.35,8.48,2,kaggle_20k,0,1,3.9145312499999996
5.23,6.57,6.4,6,kaggle_20k,0,1,5.912292025862069
4.52,7.18,3.72,1,kaggle_20k,0,1,6.461226293103448
3.56,7.63,8.84,10,kaggle_20k,0,1,6.866177801724138
1.34,13.84,9.36,4,kaggle_20k,0,1,12.454508620689655
3.34,9.14,6.94,5,kaggle_20k,0,1,8.225015086206897
8.46,7.0,8.51,6,kaggle_20k,0,1,6.299245689655172
7.94,11.95,7.28,3,kaggle_20k,0,1,10.753712284482758
9.74,7.25,7.01,7,kaggle_20k,0,1,6.52421875
6.73,3.01,3.92,1,kaggle_20k,1,1,2.708675646551724
5.76,9.32,6.06,1,kaggle_20k,0,1,8.386995689655173
3.31,3.17,7.75,4,kaggle_20k,0,1,2.8526584051724138
1.23,5.42,6.18,1,kaggle_20k,0,1,4.877415948275862
6.37,9.77,7.32,8,kaggle_20k,0,1,8.791947198275862
5.14,6.23,9.26,1,kaggle_20k,0,1,5.606328663793104
7.71,5.13,5.56,10,kaggle_20k,0,1,4.616447198275862
4.41,6.06,8.8,6,kaggle_20k,0,1,5.45334698275862
9.86,12.74,3.2,9,kaggle_20k,0,1,11.464627155172414
4.28,9.77,8.97,3,kaggle_20k,0,1,8.791947198275862
3.66,1.52,3.75,4,kaggle_20k,0,1,1.3678362068965517
8.77,9.13,5.25,5,kaggle_20k,0,1,8.216016163793103
4.26,3.58,6.59,2,kaggle_20k,0,1,3.221614224137931
8.77,7.24,7.55,4,kaggle_20k,0,1,6.515219827586207
0.76,7.279999999999999,9.67,3,kaggle_20k,0,1,6.551215517241379
7.08,3.62,5.15,8,kaggle_20k,0,1,3.2576099137931034
1.18,5.53,3.6,3,kaggle_20k,0,1,4.976404094827586
1.91,8.32,6.21,6,kaggle_20k,0,1,7.487103448275862
7.15,1.06,5.42,1,kaggle_20k,1,1,0.953885775862069
3.25,12.22,7.2,7,kaggle_20k,0,1,10.996683189655172
2.5,5.279999999999999,9.46,10,kaggle_20k,0,1,4.751431034482758
8.11,6.98,7.5,6,kaggle_20k,0,1,6.281247844827586
9.49,12.69,7.05,1,kaggle_20k,0,1,11.419632543103448
2.71,5.37,4.72,10,kaggle_20k,0,1,4.832421336206897
3.51,2.66,4.85,3,kaggle_20k,0,1,2.3937133620689655
7.28,8.76,6.05,10,kaggle_20k,0,1,7.883056034482759
8.25,2.33,9.24,1,kaggle_20k,1,1,2.096748922413793
9.99,7.74,7.06,6,kaggle_20k,0,1,6.965165948275862
3.1,7.7,6.46,5,kaggle_20k,0,1,6.929170258620689
5.79,4.47,6.8,8,kaggle_20k,0,1,4.022518318965517
1.77,11.23,8.84,2,kaggle_20k,0,1,10.105789870689655
3.64,10.91,7.75,7,kaggle_20k,0,1,9.817824353448277
0.93,7.24,9.49,9,kaggle_20k,0,1,6.515219827586207
2.5,8.04,7.07,7,kaggle_20k,0,1,7.235133620689655
5.31,5.92,4.37,7,kaggle_20k,0,1,5.327362068965517
2.06,9.13,3.13,1,kaggle_20k,0,1,8.216016163793103
8.95,6.300000000000001,5.22,2,kaggle_20k,0,1,5.669321120689656
7.25,7.630000000000001,3.44,2,kaggle_20k,0,1,6.866177801724139
0.76,10.27,5.85,10,kaggle_20k,0,1,9.241893318965516
8.83,3.17,4.32,3,kaggle_20k,1,1,2.8526584051724138
9.78,7.85,5.83,2,kaggle_20k,0,1,7.064154094827586
5.27,12.45,5.79,5,kaggle_20k,0,1,11.203658405172414
3.49,6.19,4.93,8,kaggle_20k,0,1,5.570332974137932
3.0,11.94,7.57,1,kaggle_20k,0,1,10.744713362068966
1.33,5.67,6.03,9,kaggle_20k,0,1,5.10238900862069
5.17,12.03,9.25,5,kaggle_20k,0,1,10.825703663793103
0.98,4.38,3.53,1,kaggle_20k,0,1,3.9415280172413794
5.29,1.91,5.87,3,kaggle_20k,0,1,1.7187941810344827
2.9,7.76,8.43,4,kaggle_20k,0,1,6.983163793103448
5.03,8.75,6.46,1,kaggle_20k,0,1,7.874057112068965
4.47,6.069999999999999,9.76,4,kaggle_20k,0,1,5.4623459051724135
3.4,4.87,4.22,5,kaggle_20k,0,1,4.382475215517242
4.76,6.630000000000001,5.21,10,kaggle_20k,0,1,5.966285560344828
5.0,7.99,3.81,8,kaggle_20k,0,1,7.19013900862069
8.42,9.93,4.73,7,kaggle_20k,0,1,8.935929956896551
6.82,6.32,7.71,4,kaggle_20k,0,1,5.687318965517242
4.61,5.62,6.41,1,kaggle_20k,0,1,5.057394396551724
9.1,1.92,4.13,6,kaggle_20k,0,1,1.7277931034482759
7.68,3.92,6.32,4,kaggle_20k,0,1,3.5275775862068963
1.22,10.06,8.93,9,kaggle_20k,0,1,9.052915948275862
1.96,6.25,6.08,4,kaggle_20k,0,1,5.6243265086206895
1.28,6.779999999999999,3.09,10,kaggle_20k,0,1,6.101269396551723
3.53,11.3,3.38,8,kaggle_20k,0,1,10.168782327586207
4.64,6.65,6.07,2,kaggle_20k,0,1,5.984283405172414
5.29,6.109999999999999,7.15,5,kaggle_20k,0,1,5.498341594827585
8.59,4.45,9.21,6,kaggle_20k,0,1,4.004520474137931
0.67,4.69,9.87,4,kaggle_20k,0,1,4.220494612068966
4.57,3.23,9.86,7,kaggle_20k,1,1,2.9066519396551724
4.4,8.620000000000001,6.91,10,kaggle_20k,0,1,7.757071120689656
9.5,7.65,3.25,4,kaggle_20k,0,1,6.884175646551724
2.79,8.39,4.49,7,kaggle_20k,0,1,7.550095905172414
1.66,1.24,6.04,9,kaggle_20k,0,1,1.1158663793103447
1.85,7.3,9.16,5,kaggle_20k,0,1,6.5692133620689654
5.44,13.67,3.15,1,kaggle_20k,0,1,12.301526939655172
4.21,11.32,6.57,7,kaggle_20k,0,1,10.186780172413794
7.66,5.73,7.57,4,kaggle_20k,0,1,5.156382543103448
3.57,7.04,5.02,7,kaggle_20k,0,1,6.335241379310345
1.72,11.64,5.21,5,kaggle_20k,0,1,10.474745689655172
4.18,3.46,5.72,6,kaggle_20k,0,1,3.1136271551724137
8.89,7.399999999999999,4.92,7,kaggle_20k,0,1,6.659202586206895
4.35,8.69,6.06,5,kaggle_20k,0,1,7.820063577586207
8.42,9.65,4.11,8,kaggle_20k,0,1,8.683960129310345
4.03,1.66,4.4,9,kaggle_20k,0,1,1.493821120689655
3.17,7.56,3.26,5,kaggle_20k,0,1,6.803185344827586
7.86,5.739999999999999,5.88,4,kaggle_20k,0,1,5.165381465517241
2.49,6.859999999999999,7.95,7,kaggle_20k,0,1,6.173260775862069
2.7,6.15,6.54,6,kaggle_20k,0,1,5.534337284482759
0.97,12.35,6.71,7,kaggle_20k,0,1,11.113669181034483
2.28,11.24,6.15,8,kaggle_20k,0,1,10.114788793103449
4.1,1.61,7.09,7,kaggle_20k,1,1,1.4488265086206897
4.3,8.92,4.61,6,kaggle_20k,0,1,8.027038793103449
4.5,2.36,4.45,3,kaggle_20k,0,1,2.123745689655172
5.06,4.87,9.59,3,kaggle_20k,0,1,4.382475215517242
5.93,4.82,6.15,9,kaggle_20k,0,1,4.3374806034482765
2.3,7.25,8.79,2,kaggle_20k,0,1,6.52421875
6.33,7.93,9.42,3,kaggle_20k,0,1,7.136145474137931
3.7,11.03,7.3,5,kaggle_20k,0,1,9.925811422413792
7.47,7.38,5.09,7,kaggle_20k,0,1,6.64120474137931
5.79,12.07,7.76,10,kaggle_20k,0,1,10.861699353448277
5.77,13.62,6.02,2,kaggle_20k,0,1,12.256532327586207
7.01,2.8,9.81,3,kaggle_20k,1,1,2.5196982758620687
3.66,1.23,8.68,2,kaggle_20k,0,1,1.1068674568965517
4.58,5.81,8.7,9,kaggle_20k,0,1,5.228373922413793
6.04,12.02,7.12,6,kaggle_20k,0,1,10.81670474137931
4.5,12.12,3.06,10,kaggle_20k,0,1,10.90669396551724
4.72,6.3,8.82,3,kaggle_20k,0,1,5.669321120689655
3.09,1.61,3.18,5,kaggle_20k,0,1,1.4488265086206897
3.23,5.46,3.86,7,kaggle_20k,0,1,4.913411637931034
7.14,9.05,8.87,5,kaggle_20k,0,1,8.14402478448276
0.54,3.27,4.53,7,kaggle_20k,0,1,2.9426476293103447
1.41,8.07,8.89,1,kaggle_20k,0,1,7.262130387931035
9.51,5.73,4.65,4,kaggle_20k,0,1,5.156382543103448
2.28,2.89,8.39,1,kaggle_20k,0,1,2.600688577586207
4.47,8.33,6.8,10,kaggle_20k,0,1,7.4961023706896555
8.57,7.6,7.7,4,kaggle_20k,0,1,6.839181034482758
0.5,4.779999999999999,8.87,9,kaggle_20k,0,1,4.301484913793103
9.29,10.43,9.89,5,kaggle_20k,0,1,9.385876077586207
1.01,8.370000000000001,3.6,10,kaggle_20k,0,1,7.532098060344828
2.12,2.09,7.8,1,kaggle_20k,0,1,1.8807747844827585
0.78,4.68,9.71,10,kaggle_20k,0,1,4.211495689655172
5.44,0.57,5.62,6,kaggle_20k,0,1,0.5129385775862069
9.46,9.47,5.34,5,kaggle_20k,0,1,8.52197952586207
8.47,8.83,7.76,3,kaggle_20k,0,1,7.946048491379311
6.58,10.39,5.81,9,kaggle_20k,0,1,9.349880387931035
2.26,6.0600000000000005,4.5,8,kaggle_20k,0,1,5.453346982758621
8.76,8.61,4.13,9,kaggle_20k,0,1,7.748072198275861
7.67,6.390000000000001,4.35,5,kaggle_20k,0,1,5.750311422413794
3.04,8.86,7.93,4,kaggle_20k,0,1,7.973045258620689
8.15,9.26,9.43,4,kaggle_20k,0,1,8.333002155172414
8.83,5.07,8.64,6,kaggle_20k,0,1,4.562453663793104
7.13,4.63,6.14,5,kaggle_20k,0,1,4.166501077586207
1.45,3.7,6.7,4,kaggle_20k,0,1,3.3296012931034484
9.85,9.32,7.34,5,kaggle_20k,0,1,8.386995689655173
1.22,9.98,7.06,7,kaggle_20k,0,1,8.980924568965518
6.72,8.14,9.78,7,kaggle_20k,0,1,7.325122844827587
1.55,5.97,9.21,6,kaggle_20k,0,1,5.372356681034483
9.1,8.91,3.3,2,kaggle_20k,0,1,8.018039870689655
3.82,9.8,8.85,10,kaggle_20k,0,1,8.818943965517242
5.36,2.14,3.8,6,kaggle_20k,0,1,1.9257693965517242
2.2,11.19,7.83,10,kaggle_20k,0,1,10.069794181034482
5.69,6.52,5.0,5,kaggle_20k,0,1,5.867297413793103
9.42,3.07,8.41,7,kaggle_20k,1,1,2.762669181034483
9.07,9.3,3.06,6,kaggle_20k,0,1,8.368997844827588
1.11,5.4,5.68,9,kaggle_20k,0,1,4.859418103448276
4.09,5.96,3.15,5,kaggle_20k,0,1,5.3633577586206895
3.04,2.82,9.67,8,kaggle_20k,1,1,2.537696120689655
5.07,7.49,3.11,2,kaggle_20k,0,1,6.740192887931035
8.42,8.85,4.09,8,kaggle_20k,0,1,7.964046336206896
7.52,6.79,6.77,8,kaggle_20k,0,1,6.110268318965518
3.77,8.25,7.52,5,kaggle_20k,0,1,7.42411099137931
4.14,3.08,8.1,2,kaggle_20k,0,1,2.7716681034482757
6.72,3.7,4.73,6,kaggle_20k,0,1,3.3296012931034484
2.35,4.39,5.11,5,kaggle_20k,0,1,3.9505269396551723
1.48,7.73,4.68,1,kaggle_20k,0,1,6.95616702586207
2.8,7.75,4.71,6,kaggle_20k,0,1,6.9741648706896555
1.68,7.68,8.47,7,kaggle_20k,0,1,6.911172413793103
3.84,0.46,9.64,7,kaggle_20k,1,1,0.41395043103448276
9.41,1.79,7.17,4,kaggle_20k,1,1,1.6108071120689655
1.64,4.62,4.1,2,kaggle_20k,0,1,4.157502155172414
8.27,2.23,3.46,8,kaggle_20k,0,1,2.006759698275862
5.58,7.489999999999999,4.67,2,kaggle_20k,0,1,6.740192887931034
6.51,5.69,4.24,4,kaggle_20k,0,1,5.120386853448276
2.12,11.07,7.05,5,kaggle_20k,0,1,9.961807112068966
1.94,9.15,7.89,7,kaggle_20k,0,1,8.23401400862069
2.05,2.31,3.03,5,kaggle_20k,0,1,2.078751077586207
6.84,9.49,6.08,7,kaggle_20k,0,1,8.539977370689655
7.6,6.77,7.36,6,kaggle_20k,0,1,6.092270474137931
9.24,4.91,4.35,9,kaggle_20k,0,1,4.418470905172414
4.28,1.9,9.31,9,kaggle_20k,0,1,1.7097952586206895
4.89,0.8300000000000001,6.84,9,kaggle_20k,0,1,0.7469105603448276
4.96,6.66,5.42,3,kaggle_20k,0,1,5.993282327586207
3.06,9.88,3.13,3,kaggle_20k,0,1,8.890935344827588
3.62,4.63,6.39,4,kaggle_20k,0,1,4.166501077586207
8.54,3.78,5.35,1,kaggle_20k,0,1,3.401592672413793
3.77,6.1,9.79,10,kaggle_20k,0,1,5.489342672413793
8.76,3.94,5.65,7,kaggle_20k,0,1,3.5455754310344827
3.4,9.52,9.45,5,kaggle_20k,0,1,8.566974137931034
3.73,6.13,7.8,10,kaggle_20k,0,1,5.516339439655172
5.82,6.98,3.52,8,kaggle_20k,0,1,6.281247844827586
1.48,4.88,9.53,7,kaggle_20k,0,1,4.391474137931034
9.26,9.65,4.18,2,kaggle_20k,0,1,8.683960129310345
8.29,8.16,6.14,3,kaggle_20k,0,1,7.343120689655173
6.87,3.12,9.46,4,kaggle_20k,1,1,2.8076637931034485
9.89,6.88,8.8,4,kaggle_20k,0,1,6.191258620689655
0.65,7.46,6.41,6,kaggle_20k,0,1,6.7131961206896555
4.41,7.3,4.45,4,kaggle_20k,0,1,6.5692133620689654
8.65,10.92,6.56,8,kaggle_20k,0,1,9.826823275862068
4.61,3.92,6.83,8,kaggle_20k,0,1,3.5275775862068963
0.55,6.93,9.98,4,kaggle_20k,0,1,6.23625323275862
2.0,5.6,8.77,2,kaggle_20k,0,1,5.0393965517241375
4.62,9.23,9.03,6,kaggle_20k,0,1,8.306005387931036
6.85,9.24,9.9,2,kaggle_20k,0,1,8.315004310344827
2.05,6.58,6.66,7,kaggle_20k,0,1,5.921290948275862
4.76,12.13,7.1,2,kaggle_20k,0,1,10.915692887931035
0.62,6.550000000000001,6.18,1,kaggle_20k,0,1,5.894294181034484
5.04,8.44,3.88,8,kaggle_20k,0,1,7.5950905172413785
9.01,5.54,6.68,7,kaggle_20k,0,1,4.98540301724138
6.17,2.51,7.08,10,kaggle_20k,0,1,2.2587295258620688
4.69,7.82,4.66,8,kaggle_20k,0,1,7.037157327586207
2.04,11.53,8.48,3,kaggle_20k,0,1,10.375757543103449
2.42,4.87,3.87,9,kaggle_20k,0,1,4.382475215517242
1.23,7.899999999999999,6.51,8,kaggle_20k,0,1,7.10914870689655
7.55,4.12,7.64,10,kaggle_20k,0,1,3.7075560344827587
1.23,10.28,3.38,5,kaggle_20k,0,1,9.25089224137931
4.15,12.17,8.63,2,kaggle_20k,0,1,10.951688577586207
7.62,4.65,5.13,10,kaggle_20k,0,1,4.184498922413794
7.27,8.620000000000001,8.02,7,kaggle_20k,0,1,7.757071120689656
5.99,8.03,3.76,8,kaggle_20k,0,1,7.226134698275861
5.93,8.44,7.34,2,kaggle_20k,0,1,7.5950905172413785
1.36,12.03,6.9,10,kaggle_20k,0,1,10.825703663793103
2.16,9.4,4.05,4,kaggle_20k,0,1,8.458987068965518
5.58,8.969999999999999,7.37,8,kaggle_20k,0,1,8.072033405172412
3.81,3.85,7.84,1,kaggle_20k,0,1,3.4645851293103447
0.68,7.39,6.49,1,kaggle_20k,0,1,6.6502036637931035
8.08,13.23,7.05,4,kaggle_20k,0,1,11.905574353448277
6.71,7.02,9.21,9,kaggle_20k,0,1,6.317243534482758
3.59,3.54,7.88,5,kaggle_20k,0,1,3.185618534482759
1.43,10.97,9.34,1,kaggle_20k,0,1,9.871817887931035
6.12,4.08,6.87,9,kaggle_20k,0,1,3.6715603448275864
3.81,6.8,4.22,6,kaggle_20k,0,1,6.11926724137931
2.93,5.45,4.72,3,kaggle_20k,0,1,4.904412715517242
7.35,6.59,4.23,3,kaggle_20k,0,1,5.930289870689655
3.62,4.91,5.35,4,kaggle_20k,0,1,4.418470905172414
1.79,3.75,6.34,7,kaggle_20k,0,1,3.3745959051724137
5.08,5.59,4.79,1,kaggle_20k,0,1,5.030397629310345
8.37,11.04,6.33,9,kaggle_20k,0,1,9.934810344827586
8.57,9.06,5.55,3,kaggle_20k,0,1,8.153023706896553
8.57,4.71,6.89,3,kaggle_20k,0,1,4.238492456896552
4.5,7.37,6.0,5,kaggle_20k,0,1,6.6322058189655175
8.01,12.14,6.04,9,kaggle_20k,0,1,10.924691810344829
8.58,8.530000000000001,6.43,4,kaggle_20k,0,1,7.676080818965518
4.87,1.68,9.92,9,kaggle_20k,1,1,1.5118189655172414
3.53,5.22,6.9,3,kaggle_20k,0,1,4.6974374999999995
7.17,8.73,8.06,5,kaggle_20k,0,1,7.856059267241379
9.09,11.85,5.92,7,kaggle_20k,0,1,10.663723060344827
9.74,5.26,5.28,3,kaggle_20k,0,1,4.733433189655172
3.26,8.969999999999999,9.42,2,kaggle_20k,0,1,8.072033405172412
9.58,3.89,8.2,7,kaggle_20k,0,1,3.5005808189655174
5.24,8.89,7.08,8,kaggle_20k,0,1,8.000042025862069
3.41,4.3,5.36,6,kaggle_20k,0,1,3.8695366379310343
9.89,7.34,4.81,4,kaggle_20k,0,1,6.605209051724138
8.84,5.52,4.76,1,kaggle_20k,0,1,4.967405172413793
7.08,9.63,6.53,1,kaggle_20k,0,1,8.66596228448276
9.0,7.02,9.12,1,kaggle_20k,0,1,6.317243534482758
6.97,5.33,9.17,1,kaggle_20k,0,1,4.796425646551724
4.68,1.94,8.21,9,kaggle_20k,0,1,1.745790948275862
9.51,10.63,6.8,10,kaggle_20k,0,1,9.56585452586207
9.65,12.39,4.64,4,kaggle_20k,0,1,11.149664870689655
3.48,9.47,6.35,9,kaggle_20k,0,1,8.52197952586207
3.87,5.73,7.86,10,kaggle_20k,0,1,5.156382543103448
4.14,11.2,7.17,2,kaggle_20k,0,1,10.078793103448275
8.31,3.96,6.6,7,kaggle_20k,0,1,3.563573275862069
8.02,2.3,6.0,9,kaggle_20k,1,1,2.069752155172414
9.84,8.059999999999999,8.27,1,kaggle_20k,0,1,7.2531314655172405
4.92,13.0,8.9,8,kaggle_20k,0,1,11.698599137931035
7.5,9.23,8.06,7,kaggle_20k,0,1,8.306005387931036
8.64,3.1,9.57,6,kaggle_20k,1,1,2.789665948275862
2.6,2.75,8.46,10,kaggle_20k,0,1,2.4747036637931035
6.4,8.219999999999999,6.15,5,kaggle_20k,0,1,7.39711422413793
5.7,10.27,7.32,3,kaggle_20k,0,1,9.241893318965516
7.56,5.07,6.53,3,kaggle_20k,0,1,4.562453663793104
7.11,12.44,6.82,7,kaggle_20k,0,1,11.19465948275862
8.22,8.85,9.27,1,kaggle_20k,0,1,7.964046336206896
3.46,6.779999999999999,5.11,10,kaggle_20k,0,1,6.101269396551723
2.56,6.56,3.09,8,kaggle_20k,0,1,5.903293103448275
8.15,3.81,7.87,5,kaggle_20k,0,1,3.4285894396551724
3.93,5.21,4.27,3,kaggle_20k,0,1,4.688438577586207
3.23,9.1,4.08,8,kaggle_20k,0,1,8.189019396551723
3.7,10.55,9.95,8,kaggle_20k,0,1,9.493863146551725
1.13,4.23,4.87,9,kaggle_20k,0,1,3.806544181034483
7.84,11.67,4.43,8,kaggle_20k,0,1,10.501742456896551
7.29,7.840000000000001,4.34,10,kaggle_20k,0,1,7.0551551724137935
5.75,6.51,5.89,7,kaggle_20k,0,1,5.85829849137931
7.3,2.5500000000000003,5.87,7,kaggle_20k,1,1,2.2947252155172415
4.04,5.33,7.43,4,kaggle_20k,0,1,4.796425646551724
3.31,6.92,3.73,10,kaggle_20k,0,1,6.2272543103448275
8.69,7.529999999999999,7.45,9,kaggle_20k,0,1,6.776188577586207
4.51,7.74,6.18,1,kaggle_20k,0,1,6.965165948275862
2.36,8.84,4.45,10,kaggle_20k,0,1,7.955047413793103
7.62,6.800000000000001,8.45,8,kaggle_20k,0,1,6.119267241379311
3.69,6.73,6.32,6,kaggle_20k,0,1,6.056274784482759
2.51,2.55,8.02,3,kaggle_20k,1,1,2.294725215517241
0.76,4.08,9.44,8,kaggle_20k,0,1,3.6715603448275864
9.72,5.91,5.47,6,kaggle_20k,0,1,5.318363146551724
4.94,5.5,9.29,2,kaggle_20k,0,1,4.949407327586207
2.04,9.86,4.4,5,kaggle_20k,0,1,8.872937499999999
7.7,7.24,4.55,9,kaggle_20k,0,1,6.515219827586207
8.93,6.48,7.65,7,kaggle_20k,0,1,5.831301724137932
5.52,5.05,3.72,6,kaggle_20k,0,1,4.544455818965517
0.77,10.53,6.18,1,kaggle_20k,0,1,9.475865301724138
3.97,6.68,4.5,9,kaggle_20k,0,1,6.011280172413793
2.81,3.48,7.0,6,kaggle_20k,0,1,3.131625
6.55,6.48,8.65,4,kaggle_20k,0,1,5.831301724137932
5.43,7.89,3.3,4,kaggle_20k,0,1,7.100149784482758
3.88,8.04,5.89,10,kaggle_20k,0,1,7.235133620689655
6.66,11.23,8.11,6,kaggle_20k,0,1,10.105789870689655
6.05,11.71,5.4,9,kaggle_20k,0,1,10.537738146551725
9.11,5.23,3.29,4,kaggle_20k,0,1,4.706436422413794
6.17,8.39,7.14,5,kaggle_20k,0,1,7.550095905172414
5.32,9.21,3.84,8,kaggle_20k,0,1,8.288007543103449
8.32,7.380000000000001,5.59,2,kaggle_20k,0,1,6.641204741379311
2.42,5.859999999999999,9.93,2,kaggle_20k,0,1,5.273368534482758
2.81,2.82,5.79,1,kaggle_20k,0,1,2.537696120689655
7.94,6.529999999999999,8.9,9,kaggle_20k,0,1,5.876296336206896
4.7,6.13,9.02,2,kaggle_20k,0,1,5.516339439655172
4.39,5.529999999999999,4.84,4,kaggle_20k,0,1,4.976404094827585
8.93,10.53,7.17,2,kaggle_20k,0,1,9.475865301724138
6.3,4.73,9.63,5,kaggle_20k,0,1,4.2564903017241384
8.13,1.83,7.24,7,kaggle_20k,1,1,1.646802801724138
8.19,9.92,8.69,4,kaggle_20k,0,1,8.926931034482758
1.64,6.390000000000001,6.24,4,kaggle_20k,0,1,5.750311422413794
6.71,2.84,8.04,7,kaggle_20k,1,1,2.555693965517241
9.55,6.539999999999999,3.15,1,kaggle_20k,0,1,5.885295258620689
5.06,7.08,8.51,5,kaggle_20k,0,1,6.371237068965518
7.46,8.48,7.7,9,kaggle_20k,0,1,7.631086206896552
5.88,9.37,5.51,10,kaggle_20k,0,1,8.431990301724138
2.45,6.18,5.92,9,kaggle_20k,0,1,5.561334051724137
2.35,5.63,5.29,6,kaggle_20k,0,1,5.066393318965517
4.62,10.73,6.67,1,kaggle_20k,0,1,9.65584375
5.09,4.17,3.76,2,kaggle_20k,0,1,3.752550646551724
5.28,7.81,8.91,10,kaggle_20k,0,1,7.028158405172413
9.57,2.87,6.35,5,kaggle_20k,1,1,2.582690732758621
1.45,5.17,3.3,5,kaggle_20k,0,1,4.652442887931034
4.12,10.43,6.87,2,kaggle_20k,0,1,9.385876077586207
5.39,1.02,9.51,6,kaggle_20k,0,1,0.9178900862068966
9.65,6.46,3.61,6,kaggle_20k,0,1,5.813303879310345
5.29,7.1,3.86,1,kaggle_20k,0,1,6.3892349137931035
7.87,3.26,5.71,5,kaggle_20k,1,1,2.9336487068965513
7.62,7.869999999999999,8.15,8,kaggle_20k,0,1,7.082151939655172
5.88,9.27,7.23,7,kaggle_20k,0,1,8.342001077586206
1.74,12.6,6.21,8,kaggle_20k,0,1,11.33864224137931
2.58,0.95,9.95,8,kaggle_20k,0,1,0.8548976293103447
2.78,9.78,4.3,9,kaggle_20k,0,1,8.800946120689655
0.87,7.15,8.75,3,kaggle_20k,0,1,6.43422952586207
4.1,6.76,3.87,2,kaggle_20k,0,1,6.083271551724137
6.3,2.81,4.26,9,kaggle_20k,0,1,2.528697198275862
1.87,6.0,5.07,1,kaggle_20k,0,1,5.399353448275862
2.16,8.629999999999999,9.11,5,kaggle_20k,0,1,7.766070043103447
7.22,0.99,6.11,3,kaggle_20k,0,1,0.8908933189655173
2.11,13.31,5.77,10,kaggle_20k,0,1,11.97756573275862
1.79,1.81,6.44,1,kaggle_20k,0,1,1.6288049568965517
9.79,8.04,7.42,7,kaggle_20k,0,1,7.235133620689655
0.64,8.26,5.96,8,kaggle_20k,0,1,7.433109913793103
3.59,10.69,9.74,10,kaggle_20k,0,1,9.619848060344827
0.83,7.86,3.95,7,kaggle_20k,0,1,7.0731530172413795
8.46,7.040000000000001,6.33,1,kaggle_20k,0,1,6.335241379310346
6.04,9.87,5.91,5,kaggle_20k,0,1,8.881936422413792
0.96,6.94,7.85,2,kaggle_20k,0,1,6.245252155172414
6.35,3.56,9.74,5,kaggle_20k,0,1,3.2036163793103447
1.67,0.26,5.02,9,kaggle_20k,0,1,0.2339719827586207
5.21,7.25,9.69,5,kaggle_20k,0,1,6.52421875
6.86,2.08,8.79,7,kaggle_20k,0,1,1.8717758620689655
1.91,7.06,8.67,3,kaggle_20k,0,1,6.353239224137931
5.22,5.98,3.51,5,kaggle_20k,0,1,5.381355603448276
4.85,6.46,9.58,3,kaggle_20k,0,1,5.813303879310345
9.2,10.7,8.87,9,kaggle_20k,0,1,9.62884698275862
9.96,6.31,7.79,5,kaggle_20k,0,1,5.678320043103448
6.72,8.54,3.9,4,kaggle_20k,0,1,7.68507974137931
8.62,10.63,5.94,9,kaggle_20k,0,1,9.56585452586207
6.65,2.79,8.88,1,kaggle_20k,1,1,2.5106993534482758
8.82,2.39,6.06,1,kaggle_20k,1,1,2.150742456896552
4.62,4.63,6.06,2,kaggle_20k,0,1,4.166501077586207
6.28,6.8100000000000005,4.89,2,kaggle_20k,0,1,6.1282661637931035
8.53,6.42,3.36,10,kaggle_20k,0,1,5.777308189655172
9.22,3.56,6.59,4,kaggle_20k,0,1,3.2036163793103447
0.73,7.67,8.42,1,kaggle_20k,0,1,6.90217349137931
1.49,8.42,4.02,4,kaggle_20k,0,1,7.577092672413793
9.35,3.92,9.26,1,kaggle_20k,0,1,3.5275775862068963
5.9,2.56,6.89,6,kaggle_20k,0,1,2.3037241379310345
9.91,2.8600000000000003,8.69,3,kaggle_20k,1,1,2.573691810344828
8.03,6.97,7.67,9,kaggle_20k,0,1,6.272248922413793
8.27,1.89,3.94,2,kaggle_20k,1,1,1.7007963362068965
4.17,5.75,9.35,6,kaggle_20k,0,1,5.174380387931034
2.95,6.359999999999999,8.03,8,kaggle_20k,0,1,5.7233146551724134
6.18,8.7,3.25,4,kaggle_20k,0,1,7.829062499999999
8.85,11.0,7.06,4,kaggle_20k,0,1,9.898814655172414
7.39,7.25,6.36,8,kaggle_20k,0,1,6.52421875
4.99,9.260000000000002,9.01,10,kaggle_20k,0,1,8.333002155172416
7.66,7.15,3.86,9,kaggle_20k,0,1,6.43422952586207
7.06,10.55,7.14,7,kaggle_20k,0,1,9.493863146551725
9.17,1.12,5.17,2,kaggle_20k,1,1,1.0078793103448276
3.0,1.74,4.72,5,kaggle_20k,0,1,1.5658125
1.63,8.91,3.16,5,kaggle_20k,0,1,8.018039870689655
