study_hrs,distraction_hrs,sleep_hrs,stress_level,source,is_productive
2.2,11.190000000000001,7.83,10,kaggle_20k,1
5.69,6.52,5.0,5,kaggle_20k,0
9.42,3.07,8.41,7,kaggle_20k,1
9.07,9.3,3.06,6,kaggle_20k,1
1.11,5.4,5.68,9,kaggle_20k,0
4.09,5.96,3.15,5,kaggle_20k,0
3.04,2.82,9.67,8,kaggle_20k,1
5.07,7.49,3.11,2,kaggle_20k,0
8.42,8.85,4.09,8,kaggle_20k,0
7.52,6.79,6.77,8,kaggle_20k,1
3.77,8.25,7.52,5,kaggle_20k,0
4.14,3.08,8.1,2,kaggle_20k,0
6.72,3.7,4.73,6,kaggle_20k,1
2.35,4.39,5.11,5,kaggle_20k,0
1.48,7.73,4.68,1,kaggle_20k,0
2.8,7.75,4.71,6,kaggle_20k,0
1.68,7.68,8.47,7,kaggle_20k,0
3.84,0.46,9.64,7,kaggle_20k,1
9.41,1.79,7.17,4,kaggle_20k,1
1.64,4.62,4.1,2,kaggle_20k,0
8.27,2.23,3.46,8,kaggle_20k,0
5.58,7.489999999999999,4.67,2,kaggle_20k,0
6.51,5.6899999999999995,4.24,4,kaggle_20k,0
2.12,11.07,7.05,5,kaggle_20k,0
1.94,9.15,7.89,7,kaggle_20k,1
2.05,2.31,3.03,5,kaggle_20k,0
6.84,9.49,6.08,7,kaggle_20k,0
7.6,6.77,7.36,6,kaggle_20k,1
9.24,4.91,4.35,9,kaggle_20k,0
4.28,1.9,9.31,9,kaggle_20k,0
4.89,0.8300000000000001,6.84,9,kaggle_20k,0
4.96,6.66,5.42,3,kaggle_20k,0
3.06,9.88,3.13,3,kaggle_20k,1
3.62,4.63,6.39,4,kaggle_20k,0
8.54,3.7800000000000002,5.35,1,kaggle_20k,1
3.77,6.1,9.79,10,kaggle_20k,1
8.76,3.94,5.65,7,kaggle_20k,1
3.4,9.52,9.45,5,kaggle_20k,1
3.73,6.13,7.8,10,kaggle_20k,0
5.82,6.98,3.52,8,kaggle_20k,0
1.48,4.88,9.53,7,kaggle_20k,1
9.26,9.65,4.18,2,kaggle_20k,1
8.29,8.16,6.14,3,kaggle_20k,1
6.87,3.12,9.46,4,kaggle_20k,1
9.89,6.88,8.8,4,kaggle_20k,1
0.65,7.46,6.41,6,kaggle_20k,0
4.41,7.3,4.45,4,kaggle_20k,0
8.65,10.92,6.56,8,kaggle_20k,1
4.61,3.92,6.83,8,kaggle_20k,0
0.55,6.93,9.98,4,kaggle_20k,0
2.0,5.6,8.77,2,kaggle_20k,0
4.62,9.23,9.03,6,kaggle_20k,1
6.85,9.24,9.9,2,kaggle_20k,1
2.05,6.58,6.66,7,kaggle_20k,0
4.76,12.13,7.1,2,kaggle_20k,1
0.62,6.550000000000001,6.18,1,kaggle_20k,0
5.04,8.44,3.88,8,kaggle_20k,0
9.01,5.54,6.68,7,kaggle_20k,0
6.17,2.51,7.08,10,kaggle_20k,0
4.69,7.82,4.66,8,kaggle_20k,0
2.04,11.53,8.48,3,kaggle_20k,1
2.42,4.87,3.87,9,kaggle_20k,0
1.23,7.8999999999999995,6.51,8,kaggle_20k,0
7.55,4.12,7.64,10,kaggle_20k,0
1.23,10.28,3.38,5,kaggle_20k,0
4.15,12.17,8.63,2,kaggle_20k,1
7.62,4.65,5.13,10,kaggle_20k,1
7.27,8.620000000000001,8.02,7,kaggle_20k,1
5.99,8.03,3.76,8,kaggle_20k,0
5.93,8.44,7.34,2,kaggle_20k,1
1.36,12.030000000000001,6.9,10,kaggle_20k,0
2.16,9.4,4.05,4,kaggle_20k,0
5.58,8.969999999999999,7.37,8,kaggle_20k,1
3.81,3.8499999999999996,7.84,1,kaggle_20k,0
0.68,7.39,6.49,1,kaggle_20k,0
8.08,13.23,7.05,4,kaggle_20k,1
6.71,7.02,9.21,9,kaggle_20k,1
3.59,3.54,7.88,5,kaggle_20k,1
1.43,10.97,9.34,1,kaggle_20k,0
6.12,4.08,6.87,9,kaggle_20k,0
3.81,6.8,4.22,6,kaggle_20k,0
2.93,5.45,4.72,3,kaggle_20k,0
7.35,6.59,4.23,3,kaggle_20k,1
3.62,4.91,5.35,4,kaggle_20k,0
1.79,3.75,6.34,7,kaggle_20k,0
5.08,5.59,4.79,1,kaggle_20k,1
8.37,11.04,6.33,9,kaggle_20k,1
8.57,9.059999999999999,5.55,3,kaggle_20k,1
8.57,4.71,6.89,3,kaggle_20k,1
4.5,7.37,6.0,5,kaggle_20k,0
8.01,12.14,6.04,9,kaggle_20k,0
8.58,8.530000000000001,6.43,4,kaggle_20k,1
4.87,1.68,9.92,9,kaggle_20k,1
3.53,5.22,6.9,3,kaggle_20k,0
7.17,8.73,8.06,5,kaggle_20k,1
9.09,11.850000000000001,5.92,7,kaggle_20k,1
9.74,5.26,5.28,3,kaggle_20k,1
3.26,8.969999999999999,9.42,2,kaggle_20k,1
9.58,3.89,8.2,7,kaggle_20k,1
5.24,8.89,7.08,8,kaggle_20k,1
3.41,4.3,5.36,6,kaggle_20k,0
9.89,7.34,4.81,4,kaggle_20k,1
8.84,5.52,4.76,1,kaggle_20k,1
7.08,9.629999999999999,6.53,1,kaggle_20k,1
9.0,7.02,9.12,1,kaggle_20k,1
6.97,5.33,9.17,1,kaggle_20k,1
4.68,1.94,8.21,9,kaggle_20k,0
9.51,10.63,6.8,10,kaggle_20k,1
9.65,12.39,4.64,4,kaggle_20k,1
3.48,9.469999999999999,6.35,9,kaggle_20k,0
3.87,5.73,7.86,10,kaggle_20k,1
4.14,11.2,7.17,2,kaggle_20k,0
8.31,3.96,6.6,7,kaggle_20k,1
8.02,2.3,6.0,9,kaggle_20k,1
9.84,8.059999999999999,8.27,1,kaggle_20k,1
4.92,13.0,8.9,8,kaggle_20k,0
7.5,9.23,8.06,7,kaggle_20k,1
8.64,3.0999999999999996,9.57,6,kaggle_20k,1
2.6,2.75,8.46,10,kaggle_20k,0
6.4,8.219999999999999,6.15,5,kaggle_20k,0
5.7,10.27,7.32,3,kaggle_20k,0
7.56,5.07,6.53,3,kaggle_20k,1
7.11,12.440000000000001,6.82,7,kaggle_20k,0
8.22,8.85,9.27,1,kaggle_20k,1
3.46,6.779999999999999,5.11,10,kaggle_20k,0
2.56,6.56,3.09,8,kaggle_20k,0
8.15,3.81,7.87,5,kaggle_20k,1
3.93,5.21,4.27,3,kaggle_20k,0
3.23,9.100000000000001,4.08,8,kaggle_20k,0
3.7,10.55,9.95,8,kaggle_20k,1
1.13,4.23,4.87,9,kaggle_20k,0
7.84,11.67,4.43,8,kaggle_20k,1
7.29,7.840000000000001,4.34,10,kaggle_20k,0
5.75,6.51,5.89,7,kaggle_20k,1
7.3,2.5500000000000003,5.87,7,kaggle_20k,1
4.04,5.33,7.43,4,kaggle_20k,1
3.31,6.92,3.73,10,kaggle_20k,0
8.69,7.529999999999999,7.45,9,kaggle_20k,1
4.51,7.74,6.18,1,kaggle_20k,0
2.36,8.84,4.45,10,kaggle_20k,0
7.62,6.800000000000001,8.45,8,kaggle_20k,1
3.69,6.73,6.32,6,kaggle_20k,0
2.51,2.55,8.02,3,kaggle_20k,1
0.76,4.08,9.44,8,kaggle_20k,0
9.72,5.91,5.47,6,kaggle_20k,1
4.94,5.5,9.29,2,kaggle_20k,1
2.04,9.86,4.4,5,kaggle_20k,0
7.7,7.24,4.55,9,kaggle_20k,1
8.93,6.4799999999999995,7.65,7,kaggle_20k,1
5.52,5.05,3.72,6,kaggle_20k,0
0.77,10.530000000000001,6.18,1,kaggle_20k,0
3.97,6.68,4.5,9,kaggle_20k,0
2.81,3.48,7.0,6,kaggle_20k,1
6.55,6.48,8.65,4,kaggle_20k,1
5.43,7.89,3.3,4,kaggle_20k,0
3.88,8.04,5.89,10,kaggle_20k,0
6.66,11.23,8.11,6,kaggle_20k,1
6.05,11.71,5.4,9,kaggle_20k,0
9.11,5.2299999999999995,3.29,4,kaggle_20k,1
6.17,8.39,7.14,5,kaggle_20k,1
5.32,9.21,3.84,8,kaggle_20k,0
8.32,7.380000000000001,5.59,2,kaggle_20k,1
2.42,5.859999999999999,9.93,2,kaggle_20k,1
2.81,2.82,5.79,1,kaggle_20k,0
7.94,6.529999999999999,8.9,9,kaggle_20k,1
4.7,6.13,9.02,2,kaggle_20k,1
4.39,5.529999999999999,4.84,4,kaggle_20k,0
8.93,10.530000000000001,7.17,2,kaggle_20k,1
6.3,4.7299999999999995,9.63,5,kaggle_20k,1
8.13,1.83,7.24,7,kaggle_20k,1
8.19,9.92,8.69,4,kaggle_20k,1
1.64,6.390000000000001,6.24,4,kaggle_20k,0
6.71,2.84,8.04,7,kaggle_20k,1
9.55,6.539999999999999,3.15,1,kaggle_20k,1
5.06,7.08,8.51,5,kaggle_20k,1
7.46,8.48,7.7,9,kaggle_20k,0
5.88,9.370000000000001,5.51,10,kaggle_20k,0
2.45,6.18,5.92,9,kaggle_20k,0
2.35,5.63,5.29,6,kaggle_20k,0
4.62,10.73,6.67,1,kaggle_20k,0
5.09,4.17,3.76,2,kaggle_20k,1
5.28,7.8100000000000005,8.91,10,kaggle_20k,1
9.57,2.87,6.35,5,kaggle_20k,1
1.45,5.17,3.3,5,kaggle_20k,0
4.12,10.43,6.87,2,kaggle_20k,0
5.39,1.02,9.51,6,kaggle_20k,0
9.65,6.46,3.61,6,kaggle_20k,1
5.29,7.1,3.86,1,kaggle_20k,0
7.87,3.26,5.71,5,kaggle_20k,1
7.62,7.869999999999999,8.15,8,kaggle_20k,1
5.88,9.27,7.23,7,kaggle_20k,0
1.74,12.6,6.21,8,kaggle_20k,0
2.58,0.95,9.95,8,kaggle_20k,0
2.78,9.780000000000001,4.3,9,kaggle_20k,0
0.87,7.15,8.75,3,kaggle_20k,0
4.1,6.76,3.87,2,kaggle_20k,1
6.3,2.81,4.26,9,kaggle_20k,0
1.87,6.0,5.07,1,kaggle_20k,1
2.16,8.629999999999999,9.11,5,kaggle_20k,0
7.22,0.99,6.11,3,kaggle_20k,0
2.11,13.309999999999999,5.77,10,kaggle_20k,0
1.79,1.81,6.44,1,kaggle_20k,0
9.79,8.04,7.42,7,kaggle_20k,1
0.64,8.26,5.96,8,kaggle_20k,0
3.59,10.690000000000001,9.74,10,kaggle_20k,1
0.83,7.86,3.95,7,kaggle_20k,0
8.46,7.040000000000001,6.33,1,kaggle_20k,1
6.04,9.870000000000001,5.91,5,kaggle_20k,1
0.96,6.9399999999999995,7.85,2,kaggle_20k,1
6.35,3.5599999999999996,9.74,5,kaggle_20k,1
1.67,0.26,5.02,9,kaggle_20k,0
5.21,7.25,9.69,5,kaggle_20k,1
6.86,2.08,8.79,7,kaggle_20k,0
1.91,7.06,8.67,3,kaggle_20k,0
5.22,5.98,3.51,5,kaggle_20k,0
4.85,6.46,9.58,3,kaggle_20k,1
9.2,10.7,8.87,9,kaggle_20k,1
9.96,6.31,7.79,5,kaggle_20k,1
6.72,8.54,3.9,4,kaggle_20k,1
8.62,10.629999999999999,5.94,9,kaggle_20k,0
6.65,2.7899999999999996,8.88,1,kaggle_20k,1
8.82,2.3899999999999997,6.06,1,kaggle_20k,1
4.62,4.63,6.06,2,kaggle_20k,0
6.28,6.8100000000000005,4.89,2,kaggle_20k,1
8.53,6.42,3.36,10,kaggle_20k,1
9.22,3.5599999999999996,6.59,4,kaggle_20k,1
0.73,7.67,8.42,1,kaggle_20k,0
1.49,8.42,4.02,4,kaggle_20k,0
9.35,3.92,9.26,1,kaggle_20k,1
5.9,2.56,6.89,6,kaggle_20k,0
9.91,2.8600000000000003,8.69,3,kaggle_20k,1
8.03,6.97,7.67,9,kaggle_20k,0
8.27,1.8900000000000001,3.94,2,kaggle_20k,1
4.17,5.75,9.35,6,kaggle_20k,0
2.95,6.359999999999999,8.03,8,kaggle_20k,0
6.18,8.7,3.25,4,kaggle_20k,1
8.85,11.0,7.06,4,kaggle_20k,1
7.39,7.25,6.36,8,kaggle_20k,0
4.99,9.260000000000002,9.01,10,kaggle_20k,0
7.66,7.1499999999999995,3.86,9,kaggle_20k,0
7.06,10.549999999999999,7.14,7,kaggle_20k,1
9.17,1.12,5.17,2,kaggle_20k,1
3.0,1.74,4.72,5,kaggle_20k,0
1.63,8.91,3.16,5,kaggle_20k,0
4.97,12.56,5.33,2,kaggle_20k,0
3.93,4.66,5.77,3,kaggle_20k,0
9.76,6.51,6.13,3,kaggle_20k,1
0.57,11.809999999999999,8.14,1,kaggle_20k,1
9.37,2.76,5.82,4,kaggle_20k,1
9.57,10.309999999999999,4.37,1,kaggle_20k,1
0.98,10.92,5.79,7,kaggle_20k,0
8.95,2.04,3.49,1,kaggle_20k,1
4.97,5.46,9.8,4,kaggle_20k,1
7.78,7.7,3.46,2,kaggle_20k,1
1.25,8.56,4.41,10,kaggle_20k,0
9.57,3.45,6.0,10,kaggle_20k,1
6.27,8.77,9.53,1,kaggle_20k,1
9.04,11.620000000000001,4.25,5,kaggle_20k,1
6.89,3.16,5.8,1,kaggle_20k,1
5.6,8.97,9.93,3,kaggle_20k,1
2.14,6.91,7.21,8,kaggle_20k,0
2.19,10.370000000000001,7.3,8,kaggle_20k,0
4.99,9.9,9.82,5,kaggle_20k,1
8.77,6.46,6.54,4,kaggle_20k,1
1.59,10.44,3.02,2,kaggle_20k,0
9.98,9.73,3.22,7,kaggle_20k,1
8.82,7.82,7.77,10,kaggle_20k,1
4.23,11.81,4.48,1,kaggle_20k,0
2.9,11.879999999999999,6.35,1,kaggle_20k,1
9.26,6.82,6.86,9,kaggle_20k,1
1.67,5.4,7.67,5,kaggle_20k,0
3.8,5.21,3.59,8,kaggle_20k,0
1.3,4.75,8.32,7,kaggle_20k,0
9.56,7.62,9.44,3,kaggle_20k,1
6.37,4.779999999999999,4.79,8,kaggle_20k,0
3.69,3.86,5.66,2,kaggle_20k,0
3.12,6.25,8.21,6,kaggle_20k,1
4.72,5.85,4.74,8,kaggle_20k,0
1.37,6.44,6.8,1,kaggle_20k,1
8.95,5.57,7.62,5,kaggle_20k,1
5.35,5.66,9.15,5,kaggle_20k,0
7.39,10.77,5.42,5,kaggle_20k,1
2.72,4.41,6.45,9,kaggle_20k,0
5.29,4.3,4.29,10,kaggle_20k,0
2.51,2.84,5.15,5,kaggle_20k,0
8.25,9.5,3.66,1,kaggle_20k,1
7.87,6.09,4.38,7,kaggle_20k,0
1.91,5.32,5.42,1,kaggle_20k,0
1.21,6.5,5.97,8,kaggle_20k,0
8.33,8.04,7.95,6,kaggle_20k,1
1.54,2.07,6.21,8,kaggle_20k,0
5.71,0.11000000000000001,3.34,4,kaggle_20k,0
5.58,10.03,8.29,10,kaggle_20k,1
2.43,9.09,6.73,6,kaggle_20k,0
6.12,8.94,9.58,5,kaggle_20k,1
5.28,2.49,7.45,1,kaggle_20k,0
5.34,11.219999999999999,6.74,1,kaggle_20k,1
3.92,12.36,5.06,2,kaggle_20k,0
8.47,4.5,4.66,9,kaggle_20k,1
1.3,7.359999999999999,4.61,2,kaggle_20k,0
4.67,5.340000000000001,5.85,8,kaggle_20k,0
2.97,4.41,4.2,7,kaggle_20k,0
8.56,11.32,8.91,3,kaggle_20k,1
2.64,8.19,8.64,6,kaggle_20k,0
7.79,4.08,8.1,6,kaggle_20k,1
6.31,5.64,3.34,2,kaggle_20k,0
8.81,5.51,3.5,2,kaggle_20k,1
6.14,12.77,7.45,9,kaggle_20k,0
5.79,11.25,8.24,3,kaggle_20k,1
8.11,6.8100000000000005,3.19,1,kaggle_20k,1
5.84,4.47,5.03,3,kaggle_20k,1
8.52,6.76,3.95,8,kaggle_20k,1
0.97,5.1899999999999995,4.62,10,kaggle_20k,0
5.2,4.12,6.63,2,kaggle_20k,1
8.22,10.12,3.76,5,kaggle_20k,0
8.56,7.470000000000001,4.61,2,kaggle_20k,1
8.42,2.65,6.95,8,kaggle_20k,1
6.24,3.7800000000000002,6.56,5,kaggle_20k,1
9.94,2.06,9.0,6,kaggle_20k,1
2.22,6.49,4.05,4,kaggle_20k,0
2.16,6.23,5.59,9,kaggle_20k,0
0.81,5.79,9.47,10,kaggle_20k,0
9.9,1.7,8.57,2,kaggle_20k,1
3.81,11.7,7.18,5,kaggle_20k,1
7.74,12.29,8.38,6,kaggle_20k,1
1.07,7.290000000000001,6.14,5,kaggle_20k,0
3.34,10.440000000000001,9.37,10,kaggle_20k,0
6.43,4.4,7.2,9,kaggle_20k,1
5.49,7.76,7.87,4,kaggle_20k,1
2.47,9.100000000000001,7.56,6,kaggle_20k,0
4.89,6.4399999999999995,7.71,1,kaggle_20k,1
1.53,5.77,7.49,4,kaggle_20k,0
5.66,6.38,3.52,2,kaggle_20k,0
1.42,6.32,7.23,2,kaggle_20k,0
6.54,5.8,8.48,5,kaggle_20k,1
1.98,8.83,3.0,5,kaggle_20k,0
5.7,1.7799999999999998,9.24,7,kaggle_20k,1
1.73,7.529999999999999,9.67,9,kaggle_20k,0
4.31,3.2,3.9,9,kaggle_20k,0
3.84,1.12,6.75,3,kaggle_20k,1
7.69,3.9499999999999997,3.77,9,kaggle_20k,1
6.59,2.99,4.98,5,kaggle_20k,0
9.4,9.39,7.35,1,kaggle_20k,1
9.26,12.58,5.12,8,kaggle_20k,1
7.39,8.37,5.56,9,kaggle_20k,1
7.82,7.97,8.22,8,kaggle_20k,1
6.44,10.08,7.02,3,kaggle_20k,1
7.07,4.34,6.63,1,kaggle_20k,1
6.36,7.180000000000001,5.27,3,kaggle_20k,1
3.46,8.94,7.93,9,kaggle_20k,0
3.83,10.129999999999999,5.97,7,kaggle_20k,0
5.96,2.99,9.29,2,kaggle_20k,1
7.34,5.65,7.21,10,kaggle_20k,1
4.36,2.7199999999999998,6.77,10,kaggle_20k,1
1.86,8.64,8.62,3,kaggle_20k,0
4.86,3.7800000000000002,6.4,3,kaggle_20k,0
9.65,4.45,4.96,2,kaggle_20k,1
2.53,9.16,4.09,7,kaggle_20k,0
6.67,8.69,6.93,7,kaggle_20k,0
9.83,0.5700000000000001,5.97,9,kaggle_20k,1
4.07,10.54,5.78,3,kaggle_20k,0
8.93,6.58,5.45,10,kaggle_20k,1
8.71,13.48,7.7,3,kaggle_20k,1
3.72,7.68,6.63,6,kaggle_20k,1
1.44,5.29,6.76,8,kaggle_20k,0
2.2,9.64,5.16,1,kaggle_20k,0
3.97,13.0,7.3,6,kaggle_20k,1
9.61,6.02,5.82,6,kaggle_20k,1
3.11,4.96,8.39,4,kaggle_20k,0
9.31,3.81,6.71,6,kaggle_20k,1
2.22,3.9699999999999998,5.03,5,kaggle_20k,0
9.71,9.82,4.03,9,kaggle_20k,1
3.29,4.94,7.9,5,kaggle_20k,0
6.51,8.96,5.6,9,kaggle_20k,0
1.16,1.1800000000000002,3.46,2,kaggle_20k,0
3.35,4.85,9.4,9,kaggle_20k,1
2.5,9.09,5.71,6,kaggle_20k,0
0.53,1.26,8.22,9,kaggle_20k,0
1.99,3.71,6.21,1,kaggle_20k,0
6.13,7.7299999999999995,9.24,3,kaggle_20k,1
4.2,5.94,3.2,5,kaggle_20k,0
7.36,4.95,4.82,8,kaggle_20k,1
6.88,11.93,6.82,7,kaggle_20k,0
8.09,7.29,5.26,6,kaggle_20k,1
8.74,3.9,8.2,6,kaggle_20k,1
8.29,6.41,7.82,6,kaggle_20k,1
4.76,6.4799999999999995,3.18,7,kaggle_20k,0
3.43,4.64,7.2,1,kaggle_20k,0
5.27,5.33,8.85,4,kaggle_20k,1
5.58,8.350000000000001,5.21,2,kaggle_20k,1
3.48,11.05,3.98,10,kaggle_20k,0
5.63,8.27,8.17,9,kaggle_20k,1
1.5,3.2,9.3,3,kaggle_20k,0
2.69,3.21,7.6,3,kaggle_20k,0
7.59,4.84,8.92,6,kaggle_20k,1
2.24,11.15,9.99,2,kaggle_20k,0
1.82,2.37,6.5,7,kaggle_20k,0
3.23,8.96,9.55,3,kaggle_20k,1
4.02,9.61,5.41,8,kaggle_20k,0
3.62,10.1,8.22,1,kaggle_20k,1
4.06,5.43,9.31,9,kaggle_20k,0
1.83,5.3,6.65,3,kaggle_20k,0
2.07,7.75,7.39,6,kaggle_20k,0
2.74,6.45,9.79,7,kaggle_20k,0
4.32,5.7,4.76,9,kaggle_20k,1
3.69,6.23,5.49,10,kaggle_20k,0
8.02,6.12,8.41,2,kaggle_20k,1
5.49,7.08,5.39,3,kaggle_20k,0
5.97,2.2,6.51,4,kaggle_20k,0
5.83,11.309999999999999,3.35,2,kaggle_20k,1
4.29,11.33,6.96,6,kaggle_20k,0
9.81,2.66,7.39,9,kaggle_20k,1
0.85,9.74,3.58,5,kaggle_20k,0
2.55,6.96,4.71,8,kaggle_20k,0
3.2,5.630000000000001,6.03,8,kaggle_20k,0
8.87,2.3600000000000003,8.47,7,kaggle_20k,1
9.23,11.52,3.15,9,kaggle_20k,1
8.54,6.1000000000000005,5.32,3,kaggle_20k,1
4.46,1.9300000000000002,3.03,4,kaggle_20k,0
9.19,4.859999999999999,6.65,8,kaggle_20k,1
1.44,10.32,6.49,2,kaggle_20k,0
6.7,8.77,8.29,8,kaggle_20k,1
9.4,7.87,3.03,10,kaggle_20k,0
7.67,2.02,8.31,7,kaggle_20k,1
3.14,5.59,9.24,6,kaggle_20k,1
7.32,9.54,5.22,5,kaggle_20k,1
3.3,5.38,5.34,7,kaggle_20k,1
1.56,11.63,3.01,10,kaggle_20k,0
7.31,6.92,6.0,2,kaggle_20k,1
2.2,7.65,7.29,1,kaggle_20k,0
1.56,3.42,3.86,4,kaggle_20k,0
5.74,8.59,7.6,6,kaggle_20k,0
6.4,8.58,5.56,10,kaggle_20k,0
0.99,12.61,7.71,10,kaggle_20k,0
0.54,5.959999999999999,4.76,8,kaggle_20k,0
8.88,6.279999999999999,8.42,3,kaggle_20k,1
1.59,10.17,6.84,5,kaggle_20k,0
6.05,7.49,6.73,3,kaggle_20k,0
9.56,10.6,6.42,2,kaggle_20k,1
5.36,11.969999999999999,8.89,10,kaggle_20k,0
1.83,10.74,6.88,10,kaggle_20k,0
4.24,11.2,4.12,5,kaggle_20k,0
6.43,5.87,7.38,8,kaggle_20k,0
7.75,5.3100000000000005,6.6,2,kaggle_20k,1
6.27,7.970000000000001,3.48,3,kaggle_20k,0
0.83,5.99,7.07,5,kaggle_20k,0
1.86,12.059999999999999,3.56,10,kaggle_20k,0
4.03,1.0,8.07,3,kaggle_20k,0
7.2,6.0600000000000005,7.58,6,kaggle_20k,1
6.05,6.47,6.45,3,kaggle_20k,0
0.92,4.0,8.24,6,kaggle_20k,0
8.07,6.53,4.97,9,kaggle_20k,1
6.25,7.61,6.12,5,kaggle_20k,0
8.93,6.02,3.11,4,kaggle_20k,0
4.47,12.36,9.92,7,kaggle_20k,1
5.16,2.45,3.39,6,kaggle_20k,1
4.35,5.970000000000001,3.73,1,kaggle_20k,0
7.36,9.01,6.46,1,kaggle_20k,1
7.65,3.4499999999999997,5.63,10,kaggle_20k,0
7.37,1.6099999999999999,6.73,2,kaggle_20k,1
3.27,8.2,8.85,1,kaggle_20k,0
6.54,7.66,4.11,2,kaggle_20k,1
3.72,12.8,7.48,8,kaggle_20k,0
8.42,4.13,3.13,10,kaggle_20k,0
1.02,8.45,8.53,6,kaggle_20k,0
0.86,8.040000000000001,8.71,3,kaggle_20k,0
1.47,3.52,5.66,1,kaggle_20k,0
2.42,12.25,4.21,6,kaggle_20k,0
0.86,5.58,8.68,7,kaggle_20k,0
1.18,7.66,9.36,1,kaggle_20k,1
3.41,4.25,3.53,5,kaggle_20k,0
1.45,12.09,7.06,3,kaggle_20k,0
8.12,6.38,9.57,9,kaggle_20k,1
1.01,1.27,7.51,1,kaggle_20k,0
9.13,8.18,8.74,6,kaggle_20k,1
8.77,8.030000000000001,4.61,8,kaggle_20k,1
2.48,9.620000000000001,3.72,2,kaggle_20k,0
1.18,7.16,5.63,7,kaggle_20k,0
1.5,8.66,5.77,9,kaggle_20k,0
5.81,5.74,8.5,1,kaggle_20k,1
6.21,10.49,5.84,1,kaggle_20k,1
3.5,9.14,4.66,5,kaggle_20k,0
3.32,4.42,9.2,8,kaggle_20k,0
5.55,5.46,8.48,8,kaggle_20k,0
3.4,9.18,7.67,2,kaggle_20k,1
9.38,6.59,4.45,4,kaggle_20k,1
4.14,0.87,4.43,6,kaggle_20k,0
2.59,6.3999999999999995,6.44,9,kaggle_20k,0
1.89,7.13,6.72,7,kaggle_20k,0
6.5,10.54,4.79,4,kaggle_20k,1
3.6,11.93,3.86,10,kaggle_20k,0
2.29,4.65,5.54,7,kaggle_20k,0
3.12,6.9,6.0,9,kaggle_20k,0
3.42,9.61,3.37,5,kaggle_20k,0
6.45,1.38,6.95,3,kaggle_20k,1
2.16,8.41,3.01,1,kaggle_20k,0
7.46,3.2300000000000004,4.06,5,kaggle_20k,0
3.4,9.27,4.03,6,kaggle_20k,0
5.14,6.54,7.81,3,kaggle_20k,1
6.72,3.4499999999999997,6.4,8,kaggle_20k,0
5.66,1.94,8.85,8,kaggle_20k,0
6.79,4.77,4.85,1,kaggle_20k,0
3.56,1.9700000000000002,4.47,2,kaggle_20k,0
9.65,4.2299999999999995,8.62,4,kaggle_20k,1
4.86,6.06,6.11,2,kaggle_20k,1
3.56,2.25,4.92,7,kaggle_20k,0
3.32,8.02,5.93,7,kaggle_20k,0
0.91,6.43,5.98,1,kaggle_20k,0
7.01,10.39,7.0,4,kaggle_20k,0
2.99,12.51,3.26,1,kaggle_20k,0
9.61,10.04,4.74,5,kaggle_20k,1
2.5,8.809999999999999,6.27,5,kaggle_20k,0
5.53,1.8800000000000001,6.8,7,kaggle_20k,0
7.49,5.77,4.11,2,kaggle_20k,1
8.77,6.55,4.36,4,kaggle_20k,1
1.99,11.42,8.09,1,kaggle_20k,0
9.86,4.67,8.5,3,kaggle_20k,1
9.11,6.6000000000000005,3.53,7,kaggle_20k,1
9.65,3.54,9.93,7,kaggle_20k,1
8.6,4.4,6.03,4,kaggle_20k,1
8.84,3.88,7.1,8,kaggle_20k,1
6.19,10.39,7.16,1,kaggle_20k,1
8.53,11.379999999999999,5.42,4,kaggle_20k,0
5.57,9.39,6.81,1,kaggle_20k,1
5.61,5.25,7.08,6,kaggle_20k,0
5.84,7.789999999999999,8.33,4,kaggle_20k,1
9.97,10.82,7.63,10,kaggle_20k,1
1.49,4.78,6.13,1,kaggle_20k,0
8.15,6.8100000000000005,4.34,5,kaggle_20k,1
3.1,11.51,3.18,5,kaggle_20k,0
3.93,5.41,7.56,3,kaggle_20k,0
1.27,8.25,6.34,7,kaggle_20k,0
3.84,2.59,9.76,9,kaggle_20k,0
9.91,6.53,3.69,8,kaggle_20k,1
4.27,1.6800000000000002,3.51,7,kaggle_20k,0
6.86,4.45,4.27,8,kaggle_20k,0
1.65,4.76,5.64,7,kaggle_20k,0
9.26,8.32,4.23,8,kaggle_20k,1
8.36,9.82,6.25,9,kaggle_20k,1
4.17,2.6,5.38,2,kaggle_20k,0
3.81,3.4699999999999998,10.0,4,kaggle_20k,1
4.61,7.14,9.77,10,kaggle_20k,1
4.31,5.08,5.55,10,kaggle_20k,0
2.95,5.12,8.54,7,kaggle_20k,1
9.91,2.8200000000000003,4.69,8,kaggle_20k,1
8.2,11.04,3.4,6,kaggle_20k,1
3.05,6.84,3.28,3,kaggle_20k,0
9.83,11.17,3.2,3,kaggle_20k,1
0.65,13.36,8.15,1,kaggle_20k,0
4.66,8.29,5.4,10,kaggle_20k,0
5.91,5.57,8.77,6,kaggle_20k,1
0.86,10.41,9.12,3,kaggle_20k,0
2.03,1.96,5.14,3,kaggle_20k,0
2.95,11.129999999999999,5.02,9,kaggle_20k,0
7.34,7.880000000000001,5.16,4,kaggle_20k,0
9.43,11.59,6.33,5,kaggle_20k,1
6.43,8.71,3.11,3,kaggle_20k,0
5.85,8.17,3.08,8,kaggle_20k,1
